EXPANSE stm32h747 m7 harness
INFO cpuid=0x411fc271 idcode=0x20036450 pwr_cr3=0x00010044 dcache_line_bytes=32 dcache_ways=4 dcache_sets=128 sync32_headroom=128
RESULT name=can_dispatch impl=sorted_array sysclk=160000000 dcache=1 pass=1 cycles=44467 ops=500
RESULT name=can_dispatch impl=sorted_array sysclk=160000000 dcache=1 pass=2 cycles=44456 ops=500
RESULT name=can_dispatch impl=sorted_array sysclk=160000000 dcache=1 pass=3 cycles=44456 ops=500
RESULT name=can_dispatch impl=sorted_array sysclk=160000000 dcache=1 pass=4 cycles=44456 ops=500
RESULT name=evict_bulk_loop impl=sorted_array sysclk=160000000 dcache=1 pass=0 cycles=9245185 ops=600
RESULT name=evict_bulk_loop impl=sorted_array sysclk=160000000 dcache=1 pass=1 cycles=9235513 ops=600
RESULT name=evict_bulk_loop impl=sorted_array sysclk=160000000 dcache=1 pass=2 cycles=9239189 ops=600
RESULT name=evict_bulk_loop impl=sorted_array sysclk=160000000 dcache=1 pass=3 cycles=9240925 ops=600
RESULT name=evict_bulk_loop impl=sorted_array sysclk=160000000 dcache=1 pass=4 cycles=9235603 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=160000000 dcache=1 pass=0 cycles=2622600 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=160000000 dcache=1 pass=1 cycles=2622638 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=160000000 dcache=1 pass=2 cycles=2622286 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=160000000 dcache=1 pass=3 cycles=2623038 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=160000000 dcache=1 pass=4 cycles=2622912 ops=600
RESULT name=evict_steady_loop impl=sorted_array sysclk=160000000 dcache=1 pass=0 cycles=298845 ops=25
RESULT name=evict_steady_loop impl=sorted_array sysclk=160000000 dcache=1 pass=1 cycles=300339 ops=25
RESULT name=evict_steady_loop impl=sorted_array sysclk=160000000 dcache=1 pass=2 cycles=299825 ops=25
RESULT name=evict_steady_loop impl=sorted_array sysclk=160000000 dcache=1 pass=3 cycles=301261 ops=25
RESULT name=evict_steady_loop impl=sorted_array sysclk=160000000 dcache=1 pass=4 cycles=301473 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=160000000 dcache=1 pass=0 cycles=48306 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=160000000 dcache=1 pass=1 cycles=48372 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=160000000 dcache=1 pass=2 cycles=48376 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=160000000 dcache=1 pass=3 cycles=48288 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=160000000 dcache=1 pass=4 cycles=48430 ops=25
RESULT name=ingest impl=open_hash sysclk=160000000 dcache=1 pass=0 cycles=117855 ops=2000
RESULT name=ingest impl=open_hash sysclk=160000000 dcache=1 pass=1 cycles=117516 ops=2000
RESULT name=ingest impl=open_hash sysclk=160000000 dcache=1 pass=2 cycles=117121 ops=2000
RESULT name=ingest impl=open_hash sysclk=160000000 dcache=1 pass=3 cycles=116747 ops=2000
RESULT name=ingest impl=open_hash sysclk=160000000 dcache=1 pass=4 cycles=117245 ops=2000
RESULT name=can_dispatch impl=open_hash sysclk=160000000 dcache=1 pass=0 cycles=25178 ops=500
RESULT name=can_dispatch impl=open_hash sysclk=160000000 dcache=1 pass=1 cycles=25141 ops=500
RESULT name=can_dispatch impl=open_hash sysclk=160000000 dcache=1 pass=2 cycles=25107 ops=500
RESULT name=can_dispatch impl=open_hash sysclk=160000000 dcache=1 pass=3 cycles=25107 ops=500
RESULT name=can_dispatch impl=open_hash sysclk=160000000 dcache=1 pass=4 cycles=25107 ops=500
RESULT name=evict_bulk_scan impl=open_hash sysclk=160000000 dcache=1 pass=0 cycles=94567 ops=600
RESULT name=evict_bulk_scan impl=open_hash sysclk=160000000 dcache=1 pass=1 cycles=94399 ops=600
RESULT name=evict_bulk_scan impl=open_hash sysclk=160000000 dcache=1 pass=2 cycles=94497 ops=600
RESULT name=evict_bulk_scan impl=open_hash sysclk=160000000 dcache=1 pass=3 cycles=94655 ops=600
RESULT name=evict_bulk_scan impl=open_hash sysclk=160000000 dcache=1 pass=4 cycles=94357 ops=600
RESULT name=evict_steady_scan impl=open_hash sysclk=160000000 dcache=1 pass=0 cycles=89661 ops=25
RESULT name=evict_steady_scan impl=open_hash sysclk=160000000 dcache=1 pass=1 cycles=89669 ops=25
RESULT name=evict_steady_scan impl=open_hash sysclk=160000000 dcache=1 pass=2 cycles=89581 ops=25
RESULT name=evict_steady_scan impl=open_hash sysclk=160000000 dcache=1 pass=3 cycles=89597 ops=25
RESULT name=evict_steady_scan impl=open_hash sysclk=160000000 dcache=1 pass=4 cycles=89673 ops=25
RESULT name=ingest impl=tsearch sysclk=160000000 dcache=1 pass=0 cycles=56339287 ops=2000
RESULT name=ingest impl=tsearch sysclk=160000000 dcache=1 pass=1 cycles=56321681 ops=2000
RESULT name=ingest impl=tsearch sysclk=160000000 dcache=1 pass=2 cycles=56320975 ops=2000
RESULT name=ingest impl=tsearch sysclk=160000000 dcache=1 pass=3 cycles=56314539 ops=2000
RESULT name=ingest impl=tsearch sysclk=160000000 dcache=1 pass=4 cycles=56314313 ops=2000
RESULT name=can_dispatch impl=tsearch sysclk=160000000 dcache=1 pass=0 cycles=2903767 ops=500
RESULT name=can_dispatch impl=tsearch sysclk=160000000 dcache=1 pass=1 cycles=2903397 ops=500
RESULT name=can_dispatch impl=tsearch sysclk=160000000 dcache=1 pass=2 cycles=2904927 ops=500
RESULT name=can_dispatch impl=tsearch sysclk=160000000 dcache=1 pass=3 cycles=2903939 ops=500
RESULT name=can_dispatch impl=tsearch sysclk=160000000 dcache=1 pass=4 cycles=2904147 ops=500
RESULT name=evict_bulk_loop impl=tsearch sysclk=160000000 dcache=1 pass=0 cycles=1297631 ops=600
RESULT name=evict_bulk_loop impl=tsearch sysclk=160000000 dcache=1 pass=1 cycles=1298645 ops=600
RESULT name=evict_bulk_loop impl=tsearch sysclk=160000000 dcache=1 pass=2 cycles=1297233 ops=600
RESULT name=evict_bulk_loop impl=tsearch sysclk=160000000 dcache=1 pass=3 cycles=1297629 ops=600
RESULT name=evict_bulk_loop impl=tsearch sysclk=160000000 dcache=1 pass=4 cycles=1298117 ops=600
RESULT name=evict_bulk_range impl=tsearch sysclk=160000000 dcache=1 pass=0 cycles=1282018 ops=600
RESULT name=evict_bulk_range impl=tsearch sysclk=160000000 dcache=1 pass=1 cycles=1281486 ops=600
RESULT name=evict_bulk_range impl=tsearch sysclk=160000000 dcache=1 pass=2 cycles=1281486 ops=600
RESULT name=evict_bulk_range impl=tsearch sysclk=160000000 dcache=1 pass=3 cycles=1281486 ops=600
RESULT name=evict_bulk_range impl=tsearch sysclk=160000000 dcache=1 pass=4 cycles=1281486 ops=600
RESULT name=evict_steady_loop impl=tsearch sysclk=160000000 dcache=1 pass=0 cycles=23039 ops=25
RESULT name=evict_steady_loop impl=tsearch sysclk=160000000 dcache=1 pass=1 cycles=23073 ops=25
RESULT name=evict_steady_loop impl=tsearch sysclk=160000000 dcache=1 pass=2 cycles=23049 ops=25
RESULT name=evict_steady_loop impl=tsearch sysclk=160000000 dcache=1 pass=3 cycles=23043 ops=25
RESULT name=evict_steady_loop impl=tsearch sysclk=160000000 dcache=1 pass=4 cycles=23069 ops=25
RESULT name=evict_steady_range impl=tsearch sysclk=160000000 dcache=1 pass=0 cycles=21939 ops=25
RESULT name=evict_steady_range impl=tsearch sysclk=160000000 dcache=1 pass=1 cycles=22033 ops=25
RESULT name=evict_steady_range impl=tsearch sysclk=160000000 dcache=1 pass=2 cycles=22033 ops=25
RESULT name=evict_steady_range impl=tsearch sysclk=160000000 dcache=1 pass=3 cycles=22007 ops=25
RESULT name=evict_steady_range impl=tsearch sysclk=160000000 dcache=1 pass=4 cycles=22031 ops=25
RESULT name=ingest impl=expanse sysclk=160000000 dcache=0 pass=0 cycles=4520601 ops=2000
RESULT name=ingest impl=expanse sysclk=160000000 dcache=0 pass=1 cycles=4518166 ops=2000
RESULT name=ingest impl=expanse sysclk=160000000 dcache=0 pass=2 cycles=4520307 ops=2000
RESULT name=ingest impl=expanse sysclk=160000000 dcache=0 pass=3 cycles=4519165 ops=2000
RESULT name=ingest impl=expanse sysclk=160000000 dcache=0 pass=4 cycles=4516871 ops=2000
RESULT name=can_dispatch impl=expanse sysclk=160000000 dcache=0 pass=0 cycles=216851 ops=500
RESULT name=can_dispatch impl=expanse sysclk=160000000 dcache=0 pass=1 cycles=217365 ops=500
RESULT name=can_dispatch impl=expanse sysclk=160000000 dcache=0 pass=2 cycles=217377 ops=500
RESULT name=can_dispatch impl=expanse sysclk=160000000 dcache=0 pass=3 cycles=217377 ops=500
RESULT name=can_dispatch impl=expanse sysclk=160000000 dcache=0 pass=4 cycles=217377 ops=500
RESULT name=evict_bulk_loop impl=expanse sysclk=160000000 dcache=0 pass=0 cycles=2931827 ops=600
RESULT name=evict_bulk_loop impl=expanse sysclk=160000000 dcache=0 pass=1 cycles=2931232 ops=600
RESULT name=evict_bulk_loop impl=expanse sysclk=160000000 dcache=0 pass=2 cycles=2930886 ops=600
RESULT name=evict_bulk_loop impl=expanse sysclk=160000000 dcache=0 pass=3 cycles=2932704 ops=600
RESULT name=evict_bulk_loop impl=expanse sysclk=160000000 dcache=0 pass=4 cycles=2931800 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=160000000 dcache=0 pass=0 cycles=976465 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=160000000 dcache=0 pass=1 cycles=976594 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=160000000 dcache=0 pass=2 cycles=977168 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=160000000 dcache=0 pass=3 cycles=976373 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=160000000 dcache=0 pass=4 cycles=976330 ops=600
RESULT name=evict_steady_loop impl=expanse sysclk=160000000 dcache=0 pass=0 cycles=119827 ops=25
RESULT name=evict_steady_loop impl=expanse sysclk=160000000 dcache=0 pass=1 cycles=119663 ops=25
RESULT name=evict_steady_loop impl=expanse sysclk=160000000 dcache=0 pass=2 cycles=119629 ops=25
RESULT name=evict_steady_loop impl=expanse sysclk=160000000 dcache=0 pass=3 cycles=119967 ops=25
RESULT name=evict_steady_loop impl=expanse sysclk=160000000 dcache=0 pass=4 cycles=120027 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=160000000 dcache=0 pass=0 cycles=47226 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=160000000 dcache=0 pass=1 cycles=47380 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=160000000 dcache=0 pass=2 cycles=46950 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=160000000 dcache=0 pass=3 cycles=47502 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=160000000 dcache=0 pass=4 cycles=46570 ops=25
RESULT name=ingest impl=sorted_array sysclk=160000000 dcache=0 pass=0 cycles=664429 ops=2000
RESULT name=ingest impl=sorted_array sysclk=160000000 dcache=0 pass=1 cycles=664317 ops=2000
RESULT name=ingest impl=sorted_array sysclk=160000000 dcache=0 pass=2 cycles=664273 ops=2000
RESULT name=ingest impl=sorted_array sysclk=160000000 dcache=0 pass=3 cycles=664273 ops=2000
RESULT name=ingest impl=sorted_array sysclk=160000000 dcache=0 pass=4 cycles=664273 ops=2000
RESULT name=can_dispatch impl=sorted_array sysclk=160000000 dcache=0 pass=0 cycles=108965 ops=500
RESULT name=can_dispatch impl=sorted_array sysclk=160000000 dcache=0 pass=1 cycles=108921 ops=500
RESULT name=can_dispatch impl=sorted_array sysclk=160000000 dcache=0 pass=2 cycles=108921 ops=500
RESULT name=can_dispatch impl=sorted_array sysclk=160000000 dcache=0 pass=3 cycles=108921 ops=500
RESULT name=can_dispatch impl=sorted_array sysclk=160000000 dcache=0 pass=4 cycles=108921 ops=500
RESULT name=evict_bulk_loop impl=sorted_array sysclk=160000000 dcache=0 pass=0 cycles=41685599 ops=600
RESULT name=evict_bulk_loop impl=sorted_array sysclk=160000000 dcache=0 pass=1 cycles=41685281 ops=600
RESULT name=evict_bulk_loop impl=sorted_array sysclk=160000000 dcache=0 pass=2 cycles=41685265 ops=600
RESULT name=evict_bulk_loop impl=sorted_array sysclk=160000000 dcache=0 pass=3 cycles=41685255 ops=600
RESULT name=evict_bulk_loop impl=sorted_array sysclk=160000000 dcache=0 pass=4 cycles=41685255 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=160000000 dcache=0 pass=0 cycles=14721726 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=160000000 dcache=0 pass=1 cycles=14721684 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=160000000 dcache=0 pass=2 cycles=14721684 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=160000000 dcache=0 pass=3 cycles=14721684 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=160000000 dcache=0 pass=4 cycles=14721684 ops=600
RESULT name=evict_steady_loop impl=sorted_array sysclk=160000000 dcache=0 pass=0 cycles=1485151 ops=25
RESULT name=evict_steady_loop impl=sorted_array sysclk=160000000 dcache=0 pass=1 cycles=1485151 ops=25
RESULT name=evict_steady_loop impl=sorted_array sysclk=160000000 dcache=0 pass=2 cycles=1485151 ops=25
RESULT name=evict_steady_loop impl=sorted_array sysclk=160000000 dcache=0 pass=3 cycles=1485151 ops=25
RESULT name=evict_steady_loop impl=sorted_array sysclk=160000000 dcache=0 pass=4 cycles=1485151 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=160000000 dcache=0 pass=0 cycles=218050 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=160000000 dcache=0 pass=1 cycles=218050 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=160000000 dcache=0 pass=2 cycles=218050 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=160000000 dcache=0 pass=3 cycles=218050 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=160000000 dcache=0 pass=4 cycles=218050 ops=25
RESULT name=ingest impl=open_hash sysclk=160000000 dcache=0 pass=0 cycles=319217 ops=2000
RESULT name=ingest impl=open_hash sysclk=160000000 dcache=0 pass=1 cycles=319153 ops=2000
RESULT name=ingest impl=open_hash sysclk=160000000 dcache=0 pass=2 cycles=319153 ops=2000
RESULT name=ingest impl=open_hash sysclk=160000000 dcache=0 pass=3 cycles=319153 ops=2000
RESULT name=ingest impl=open_hash sysclk=160000000 dcache=0 pass=4 cycles=319153 ops=2000
RESULT name=can_dispatch impl=open_hash sysclk=160000000 dcache=0 pass=0 cycles=71963 ops=500
RESULT name=can_dispatch impl=open_hash sysclk=160000000 dcache=0 pass=1 cycles=71949 ops=500
RESULT name=can_dispatch impl=open_hash sysclk=160000000 dcache=0 pass=2 cycles=71943 ops=500
RESULT name=can_dispatch impl=open_hash sysclk=160000000 dcache=0 pass=3 cycles=71943 ops=500
RESULT name=can_dispatch impl=open_hash sysclk=160000000 dcache=0 pass=4 cycles=71943 ops=500
RESULT name=evict_bulk_scan impl=open_hash sysclk=160000000 dcache=0 pass=0 cycles=229605 ops=600
RESULT name=evict_bulk_scan impl=open_hash sysclk=160000000 dcache=0 pass=1 cycles=229541 ops=600
RESULT name=evict_bulk_scan impl=open_hash sysclk=160000000 dcache=0 pass=2 cycles=229541 ops=600
RESULT name=evict_bulk_scan impl=open_hash sysclk=160000000 dcache=0 pass=3 cycles=229541 ops=600
RESULT name=evict_bulk_scan impl=open_hash sysclk=160000000 dcache=0 pass=4 cycles=229541 ops=600
RESULT name=evict_steady_scan impl=open_hash sysclk=160000000 dcache=0 pass=0 cycles=211055 ops=25
RESULT name=evict_steady_scan impl=open_hash sysclk=160000000 dcache=0 pass=1 cycles=211055 ops=25
RESULT name=evict_steady_scan impl=open_hash sysclk=160000000 dcache=0 pass=2 cycles=211055 ops=25
RESULT name=evict_steady_scan impl=open_hash sysclk=160000000 dcache=0 pass=3 cycles=211055 ops=25
RESULT name=evict_steady_scan impl=open_hash sysclk=160000000 dcache=0 pass=4 cycles=211055 ops=25
RESULT name=ingest impl=tsearch sysclk=160000000 dcache=0 pass=0 cycles=113069743 ops=2000
RESULT name=ingest impl=tsearch sysclk=160000000 dcache=0 pass=1 cycles=113068079 ops=2000
RESULT name=ingest impl=tsearch sysclk=160000000 dcache=0 pass=2 cycles=113068071 ops=2000
RESULT name=ingest impl=tsearch sysclk=160000000 dcache=0 pass=3 cycles=113068071 ops=2000
RESULT name=ingest impl=tsearch sysclk=160000000 dcache=0 pass=4 cycles=113068071 ops=2000
RESULT name=can_dispatch impl=tsearch sysclk=160000000 dcache=0 pass=0 cycles=7060077 ops=500
RESULT name=can_dispatch impl=tsearch sysclk=160000000 dcache=0 pass=1 cycles=7060067 ops=500
RESULT name=can_dispatch impl=tsearch sysclk=160000000 dcache=0 pass=2 cycles=7060067 ops=500
RESULT name=can_dispatch impl=tsearch sysclk=160000000 dcache=0 pass=3 cycles=7060067 ops=500
RESULT name=can_dispatch impl=tsearch sysclk=160000000 dcache=0 pass=4 cycles=7060067 ops=500
RESULT name=evict_bulk_loop impl=tsearch sysclk=160000000 dcache=0 pass=0 cycles=3137571 ops=600
RESULT name=evict_bulk_loop impl=tsearch sysclk=160000000 dcache=0 pass=1 cycles=3136731 ops=600
RESULT name=evict_bulk_loop impl=tsearch sysclk=160000000 dcache=0 pass=2 cycles=3136731 ops=600
RESULT name=evict_bulk_loop impl=tsearch sysclk=160000000 dcache=0 pass=3 cycles=3136731 ops=600
RESULT name=evict_bulk_loop impl=tsearch sysclk=160000000 dcache=0 pass=4 cycles=3136731 ops=600
RESULT name=evict_bulk_range impl=tsearch sysclk=160000000 dcache=0 pass=0 cycles=3138256 ops=600
RESULT name=evict_bulk_range impl=tsearch sysclk=160000000 dcache=0 pass=1 cycles=3138554 ops=600
RESULT name=evict_bulk_range impl=tsearch sysclk=160000000 dcache=0 pass=2 cycles=3138554 ops=600
RESULT name=evict_bulk_range impl=tsearch sysclk=160000000 dcache=0 pass=3 cycles=3138554 ops=600
RESULT name=evict_bulk_range impl=tsearch sysclk=160000000 dcache=0 pass=4 cycles=3138554 ops=600
RESULT name=evict_steady_loop impl=tsearch sysclk=160000000 dcache=0 pass=0 cycles=55453 ops=25
RESULT name=evict_steady_loop impl=tsearch sysclk=160000000 dcache=0 pass=1 cycles=55453 ops=25
RESULT name=evict_steady_loop impl=tsearch sysclk=160000000 dcache=0 pass=2 cycles=55453 ops=25
RESULT name=evict_steady_loop impl=tsearch sysclk=160000000 dcache=0 pass=3 cycles=55453 ops=25
RESULT name=evict_steady_loop impl=tsearch sysclk=160000000 dcache=0 pass=4 cycles=55453 ops=25
RESULT name=evict_steady_range impl=tsearch sysclk=160000000 dcache=0 pass=0 cycles=54742 ops=25
RESULT name=evict_steady_range impl=tsearch sysclk=160000000 dcache=0 pass=1 cycles=54742 ops=25
RESULT name=evict_steady_range impl=tsearch sysclk=160000000 dcache=0 pass=2 cycles=54742 ops=25
RESULT name=evict_steady_range impl=tsearch sysclk=160000000 dcache=0 pass=3 cycles=54742 ops=25
RESULT name=evict_steady_range impl=tsearch sysclk=160000000 dcache=0 pass=4 cycles=54742 ops=25
INFO sysclk=400000000 hclk=200000000 vos=1
TICK
TOCK cycles=320000000
RESULT name=ingest impl=expanse sysclk=400000000 dcache=0 pass=0 cycles=4516955 ops=2000
RESULT name=ingest impl=expanse sysclk=400000000 dcache=0 pass=1 cycles=4520377 ops=2000
RESULT name=ingest impl=expanse sysclk=400000000 dcache=0 pass=2 cycles=4519955 ops=2000
RESULT name=ingest impl=expanse sysclk=400000000 dcache=0 pass=3 cycles=4522177 ops=2000
RESULT name=ingest impl=expanse sysclk=400000000 dcache=0 pass=4 cycles=4521299 ops=2000
RESULT name=can_dispatch impl=expanse sysclk=400000000 dcache=0 pass=0 cycles=214573 ops=500
RESULT name=can_dispatch impl=expanse sysclk=400000000 dcache=0 pass=1 cycles=217365 ops=500
RESULT name=can_dispatch impl=expanse sysclk=400000000 dcache=0 pass=2 cycles=217377 ops=500
RESULT name=can_dispatch impl=expanse sysclk=400000000 dcache=0 pass=3 cycles=217377 ops=500
RESULT name=can_dispatch impl=expanse sysclk=400000000 dcache=0 pass=4 cycles=217377 ops=500
RESULT name=evict_bulk_loop impl=expanse sysclk=400000000 dcache=0 pass=0 cycles=2932361 ops=600
RESULT name=evict_bulk_loop impl=expanse sysclk=400000000 dcache=0 pass=1 cycles=2931591 ops=600
RESULT name=evict_bulk_loop impl=expanse sysclk=400000000 dcache=0 pass=2 cycles=2932658 ops=600
RESULT name=evict_bulk_loop impl=expanse sysclk=400000000 dcache=0 pass=3 cycles=2933519 ops=600
RESULT name=evict_bulk_loop impl=expanse sysclk=400000000 dcache=0 pass=4 cycles=2933453 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=400000000 dcache=0 pass=0 cycles=976783 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=400000000 dcache=0 pass=1 cycles=977313 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=400000000 dcache=0 pass=2 cycles=976746 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=400000000 dcache=0 pass=3 cycles=978725 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=400000000 dcache=0 pass=4 cycles=978562 ops=600
RESULT name=evict_steady_loop impl=expanse sysclk=400000000 dcache=0 pass=0 cycles=119727 ops=25
RESULT name=evict_steady_loop impl=expanse sysclk=400000000 dcache=0 pass=1 cycles=119789 ops=25
RESULT name=evict_steady_loop impl=expanse sysclk=400000000 dcache=0 pass=2 cycles=119163 ops=25
RESULT name=evict_steady_loop impl=expanse sysclk=400000000 dcache=0 pass=3 cycles=119531 ops=25
RESULT name=evict_steady_loop impl=expanse sysclk=400000000 dcache=0 pass=4 cycles=119381 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=400000000 dcache=0 pass=0 cycles=47314 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=400000000 dcache=0 pass=1 cycles=47280 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=400000000 dcache=0 pass=2 cycles=46928 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=400000000 dcache=0 pass=3 cycles=46918 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=400000000 dcache=0 pass=4 cycles=47302 ops=25
RESULT name=ingest impl=sorted_array sysclk=400000000 dcache=0 pass=0 cycles=664521 ops=2000
RESULT name=ingest impl=sorted_array sysclk=400000000 dcache=0 pass=1 cycles=664335 ops=2000
RESULT name=ingest impl=sorted_array sysclk=400000000 dcache=0 pass=2 cycles=664273 ops=2000
RESULT name=ingest impl=sorted_array sysclk=400000000 dcache=0 pass=3 cycles=664273 ops=2000
RESULT name=ingest impl=sorted_array sysclk=400000000 dcache=0 pass=4 cycles=664273 ops=2000
RESULT name=can_dispatch impl=sorted_array sysclk=400000000 dcache=0 pass=0 cycles=108965 ops=500
RESULT name=can_dispatch impl=sorted_array sysclk=400000000 dcache=0 pass=1 cycles=108921 ops=500
RESULT name=can_dispatch impl=sorted_array sysclk=400000000 dcache=0 pass=2 cycles=108921 ops=500
RESULT name=can_dispatch impl=sorted_array sysclk=400000000 dcache=0 pass=3 cycles=108921 ops=500
RESULT name=can_dispatch impl=sorted_array sysclk=400000000 dcache=0 pass=4 cycles=108921 ops=500
RESULT name=evict_bulk_loop impl=sorted_array sysclk=400000000 dcache=0 pass=0 cycles=41685577 ops=600
RESULT name=evict_bulk_loop impl=sorted_array sysclk=400000000 dcache=0 pass=1 cycles=41685297 ops=600
RESULT name=evict_bulk_loop impl=sorted_array sysclk=400000000 dcache=0 pass=2 cycles=41685255 ops=600
RESULT name=evict_bulk_loop impl=sorted_array sysclk=400000000 dcache=0 pass=3 cycles=41685255 ops=600
RESULT name=evict_bulk_loop impl=sorted_array sysclk=400000000 dcache=0 pass=4 cycles=41685255 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=400000000 dcache=0 pass=0 cycles=14721722 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=400000000 dcache=0 pass=1 cycles=14721684 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=400000000 dcache=0 pass=2 cycles=14721684 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=400000000 dcache=0 pass=3 cycles=14721684 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=400000000 dcache=0 pass=4 cycles=14721684 ops=600
RESULT name=evict_steady_loop impl=sorted_array sysclk=400000000 dcache=0 pass=0 cycles=1485151 ops=25
RESULT name=evict_steady_loop impl=sorted_array sysclk=400000000 dcache=0 pass=1 cycles=1485151 ops=25
RESULT name=evict_steady_loop impl=sorted_array sysclk=400000000 dcache=0 pass=2 cycles=1485151 ops=25
RESULT name=evict_steady_loop impl=sorted_array sysclk=400000000 dcache=0 pass=3 cycles=1485151 ops=25
RESULT name=evict_steady_loop impl=sorted_array sysclk=400000000 dcache=0 pass=4 cycles=1485151 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=400000000 dcache=0 pass=0 cycles=218050 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=400000000 dcache=0 pass=1 cycles=218050 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=400000000 dcache=0 pass=2 cycles=218050 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=400000000 dcache=0 pass=3 cycles=218050 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=400000000 dcache=0 pass=4 cycles=218050 ops=25
RESULT name=ingest impl=open_hash sysclk=400000000 dcache=0 pass=0 cycles=319217 ops=2000
RESULT name=ingest impl=open_hash sysclk=400000000 dcache=0 pass=1 cycles=319153 ops=2000
RESULT name=ingest impl=open_hash sysclk=400000000 dcache=0 pass=2 cycles=319153 ops=2000
RESULT name=ingest impl=open_hash sysclk=400000000 dcache=0 pass=3 cycles=319153 ops=2000
RESULT name=ingest impl=open_hash sysclk=400000000 dcache=0 pass=4 cycles=319143 ops=2000
RESULT name=can_dispatch impl=open_hash sysclk=400000000 dcache=0 pass=0 cycles=71963 ops=500
RESULT name=can_dispatch impl=open_hash sysclk=400000000 dcache=0 pass=1 cycles=71949 ops=500
RESULT name=can_dispatch impl=open_hash sysclk=400000000 dcache=0 pass=2 cycles=71943 ops=500
RESULT name=can_dispatch impl=open_hash sysclk=400000000 dcache=0 pass=3 cycles=71943 ops=500
RESULT name=can_dispatch impl=open_hash sysclk=400000000 dcache=0 pass=4 cycles=71943 ops=500
RESULT name=evict_bulk_scan impl=open_hash sysclk=400000000 dcache=0 pass=0 cycles=229557 ops=600
RESULT name=evict_bulk_scan impl=open_hash sysclk=400000000 dcache=0 pass=1 cycles=229541 ops=600
RESULT name=evict_bulk_scan impl=open_hash sysclk=400000000 dcache=0 pass=2 cycles=229541 ops=600
RESULT name=evict_bulk_scan impl=open_hash sysclk=400000000 dcache=0 pass=3 cycles=229541 ops=600
RESULT name=evict_bulk_scan impl=open_hash sysclk=400000000 dcache=0 pass=4 cycles=229541 ops=600
RESULT name=evict_steady_scan impl=open_hash sysclk=400000000 dcache=0 pass=0 cycles=211055 ops=25
RESULT name=evict_steady_scan impl=open_hash sysclk=400000000 dcache=0 pass=1 cycles=211055 ops=25
RESULT name=evict_steady_scan impl=open_hash sysclk=400000000 dcache=0 pass=2 cycles=211055 ops=25
RESULT name=evict_steady_scan impl=open_hash sysclk=400000000 dcache=0 pass=3 cycles=211055 ops=25
RESULT name=evict_steady_scan impl=open_hash sysclk=400000000 dcache=0 pass=4 cycles=211055 ops=25
